150	3391.54
151	3396.45
152	3402.92
153	3409.55
154	3415.92
155	3421.65
156	3426.35
157	3429.67
158	3431.22
159	3430.64
160	3427.76
161	3422.96
162	3417.29
163	3411.95
164	3408.19
165	3407.22
166	3410.29
167	3418.63
168	3433.44
169	3455.55
170	3484.44
171	3518.16
172	3554.29
173	3590.35
174	3623.89
175	3652.42
176	3673.49
177	3684.66
178	3684.04
179	3671.68
180	3649.70
181	3620.95
182	3588.33
183	3554.75
184	3523.12
185	3496.35
186	3477.31
187	3468.43
188	3470.53
189	3482.69
190	3503.40
191	3531.11
192	3564.25
193	3601.26
194	3640.57
195	3680.64
196	3720.03
197	3757.74
198	3793.21
199	3826.03
200	3855.81
201	3882.15
202	3904.65
203	3922.92
204	3936.59
205	3945.47
206	3950.02
207	3951.38
208	3950.87
209	3949.86
210	3949.69
211	3951.72
212	3957.31
213	3967.77
214	3984.07
215	4006.05
216	4032.50
217	4061.87
218	4092.60
219	4123.12
220	4151.88
221	4177.31
222	4197.89
223	4212.53
224	4221.40
225	4225.75
226	4227.16
227	4227.20
228	4227.46
229	4229.51
230	4234.94
231	4245.28
232	4261.50
233	4283.21
234	4308.91
235	4336.83
236	4365.18
237	4392.19
238	4416.07
239	4435.04
240	4447.40
241	4452.09
242	4449.60
243	4441.40
244	4429.24
245	4414.85
246	4399.98
247	4386.36
248	4375.74
249	4369.77
250	4369.68
251	4375.72
252	4387.59
253	4404.92
254	4427.29
255	4454.30
256	4485.56
257	4520.66
258	4559.12
259	4600.05
260	4641.81
261	4682.44
262	4719.89
263	4752.12
264	4777.09
265	4792.77
266	4797.12
267	4788.51
268	4766.93
269	4734.76
270	4695.35
271	4652.18
272	4608.74
273	4568.52
274	4535.00
275	4511.63
276	4501.37
277	4505.34
278	4522.59
279	4551.41
280	4590.05
281	4636.74
282	4689.72
283	4747.23
284	4807.49
285	4868.67
286	4928.79
287	4985.66
288	5037.10
289	5080.88
290	5114.81
291	5136.68
292	5144.28
293	5135.57
294	5109.79
295	5069.19
296	5018.07
297	4961.24
298	4903.49
299	4849.66
300	4804.54
301	4772.94
302	4759.21
303	4765.35
304	4788.89
305	4825.07
306	4868.74
307	4914.72
308	4957.84
309	4992.93
310	5014.85
311	5019.21
312	5004.65
313	4974.00
314	4931.76
315	4882.64
316	4831.33
317	4782.54
318	4740.98
319	4711.27
320	4697.02
321	4698.75
322	4713.86
323	4738.83
324	4770.08
325	4804.02
326	4837.05
327	4865.58
328	4886.17
329	4896.37
330	4896.10
331	4886.97
